competitor,route_start,route_dest,from_alternateId,to_alternateId,CODE,pax_1,pax_2,pax_3,pax_4,pax_5,pax_6,pax_7,pax_8,pax_9,pax_10,pax_11,pax_12,pax_13,pax_14,pax_15,pax_16,Retry
Sun,Maceio Airport,Olho D'água Do Casado,43018,43080,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,Penedo (Alagoas),43018,43089,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,Pindoba,43018,43093,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,Recife,43018,26526,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,Salvador,43018,26517,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,São José Da Tapera,43018,43106,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,São Miguel Dos Milagres,43018,32871,MCZ,,,,,,,,,,,,,,,,,
Sun,Maceio Airport,Teotônio Vilela,43018,43114,MCZ,,,,,,,,,,,,,,,,,
Sun,Mactan-Cebu Airport,Angeles (Philippines),31011,32096,CEB,,,,,,,,,,,,,,,,,
Sun,Mactan-Cebu Airport,Nasugbu,31011,31394,CEB,,,,,,,,,,,,,,,,,
Sun,Mactan-Cebu Airport,Olongapo,31011,31555,CEB,,,,,,,,,,,,,,,,,
Sun,Mactan-Cebu Airport,San Remigio,31011,32755,CEB,,,,,,,,,,,,,,,,,
Sun,Mactan-Cebu Airport,Urdaneta City,31011,32093,CEB,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Alcalá De Henares,10576,21027,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Alcázar De San Juan,10576,21028,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Alcobendas,10576,21029,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Alcorcón,10576,21030,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Aranjuez,10576,21037,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Astorga,10576,24718,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Ávila,10576,10274,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Boadilla Del Monte,10576,21050,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Fuenlabrada,10576,21094,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Getafe,10576,21102,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Guadalajara,10576,21104,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Madrid Airport,10576,10576,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Madrid Atocha Train Station,10576,40304,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Majadahonda,10576,21121,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Pinto,10576,21160,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Plasencia,10576,21162,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Pozuelo De Alarcón,10576,21164,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Salamanca,10576,10278,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Sarria (Lugo),10576,24662,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Segovia,10576,10279,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Soto Del Real,10576,21198,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Toledo,10576,10280,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Valdepenas,10576,21221,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Valladolid,10576,10281,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Valverde (Madrid),10576,36421,MAD,,,,,,,,,,,,,,,,,
Sun,Madrid Airport,Warner Bros Movie World,10576,10282,MAD,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Alcaidesa,10577,22120,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Algeciras,10577,10245,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Alhama De Granada,10577,22796,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Alhaurín De La Torre,10577,22121,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Almunecar,10577,10039,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Alora,10577,23229,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Antequera,10577,10287,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Archidona,10577,24715,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Ardales,10577,27305,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Arenas,10577,37055,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Atalaya Isdabe,10577,34068,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Benahavís,10577,10289,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Benajarafe,10577,21471,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Benalmádena,10577,10290,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Benalmádena Costa,10577,10291,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Cádiz,10577,10200,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Caleta De Vélez,10577,10935,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Cancelada,10577,20701,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Canillas De Aceituno,10577,34391,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Chipiona,10577,10253,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Comares,10577,22470,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Cómpeta,10577,22124,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Conil De La Frontera,10577,10250,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,El Faro,10577,23859,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,El Palo,10577,22125,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,El Paraiso,10577,33635,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Elviria,10577,10591,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Estepona,10577,10204,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Faro Airport,10577,10809,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Frigiliana,10577,10301,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Fuengirola,10577,10302,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Gibraltar Frontier - La Línea De La Concepción,10577,10255,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Granada Airport,10577,10573,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Guadalmar,10577,23232,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,La Cala Golf Resort (Mijas),10577,24381,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,La Herradura,10577,10047,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Lanjarón,10577,24866,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Los Barrios,10577,37669,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Malaga Airport,10577,10577,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Malaga Cruise Port,10577,40429,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Malaga Train Station,10577,40430,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Manilva,10577,10311,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Marbesa (Urb.),10577,22407,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Mijas,10577,10313,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Mojacar,10577,10019,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Monda,10577,23235,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Motril,10577,10053,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Nerja,10577,10055,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Novo Sancti Petri,10577,10263,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Nueva Andalucía,10577,10590,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Pedregalejo,10577,33875,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Playa Granada,10577,22458,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Puerto Banús,10577,10317,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Puerto De La Duquesa,10577,10318,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Rincón De La Victoria,10577,10058,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Riviera Del Sol,10577,23858,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Ronda,10577,10266,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Roquetas De Mar,10577,10027,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Salobrena,10577,10060,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,San Pedro De Alcántara,10577,10597,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Seville Airport,10577,10582,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Sitio De Calahonda (Mijas),10577,22975,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Sotogrande,10577,10270,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Tarifa,10577,10271,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Torre Del Mar,10577,10064,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Torreblanca,10577,20705,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Torremolinos,10577,10330,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Torrequebrada,10577,27155,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Torrox,10577,10065,AGP,,,,,,,,,,,,,,,,,
Sun,Malaga Airport,Torrox Costa,10577,10066,AGP,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Alcúdia,10580,10404,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Andratx,10580,10405,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Badia Gran,10580,23848,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Blava,10580,23844,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Bona,10580,10408,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala D'or,10580,10409,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Ferrera,10580,45621,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Fornells,10580,10411,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Major,10580,10412,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Mendia,10580,27641,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Mesquida,10580,23248,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Millor,10580,10413,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Murada,10580,10854,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Ratjada,10580,10415,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cala Santanyí,10580,10618,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Cales De Mallorca,10580,10418,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Calvia,10580,31519,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Camp De Mar,10580,10419,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Campanet,10580,24458,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Can Pastilla,10580,10420,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Can Picafort,10580,10421,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Canyamel,10580,10422,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Capdepera,10580,24897,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Costa De La Calma,10580,43899,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,El Toro,10580,25448,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Felanitx,10580,25447,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Font De Sa Cala,10580,27201,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Genoa,10580,21980,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Inca,10580,33605,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Lloseta,10580,31041,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Llucmajor,10580,10426,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Magaluf,10580,10427,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Mallorca Airport,10580,10580,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Manacor,10580,27071,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Paguera,10580,10428,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Palma De Mallorca,10580,10429,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Palma Mallorca Cruise Port,10580,40431,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Palma Nova,10580,10430,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Palmanova,10580,37481,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Playa De Palma,10580,10431,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Pollença,10580,10616,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Port D'andratx,10580,10855,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Port De Pollença,10580,10436,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Port De Sóller,10580,10437,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Portals Nous,10580,10433,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Porto Cristo,10580,10435,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Portocolom,10580,10434,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Portol,10580,29549,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,S'illot,10580,10440,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Sa Coma,10580,10438,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Sant Elm,10580,22793,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Sant Llorenc Des Cardassar,10580,32087,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Santa Ponça,10580,10439,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Sóller,10580,24373,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Son Servera,10580,25677,PMI,,,,,,,,,,,,,,,,,
Sun,Mallorca Airport,Son Vida,10580,10442,PMI,,,,,,,,,,,,,,,,,
Sun,Malmö Airport,Helsingborg,25325,30588,MMX,,,,,,,,,,,,,,,,,
Sun,Malmö Airport,Lund,25325,29067,MMX,,,,,,,,,,,,,,,,,
Sun,Malmö Airport,Malmo Cruise Port,25325,30587,MMX,,,,,,,,,,,,,,,,,
Sun,Malmö Airport,Ystad,25325,30591,MMX,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Birgu,10977,10910,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Birkirkara,10977,10911,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Bugibba,10977,10914,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Cirkewwa,10977,10915,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Floriana,10977,10918,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Ghaxaq,10977,10920,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Marfa,10977,27049,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Marsaxlokk,10977,10939,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Mellieha,10977,10941,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Msida,10977,10945,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Naxxar,10977,10947,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Paceville,10977,45595,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Pieta,10977,10950,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Qawra,10977,10951,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Saint Julians,10977,10961,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Saint Paul's Bay,10977,10962,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Sliema,10977,10960,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Valletta,10977,10968,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Zabbar,10977,10971,MLA,,,,,,,,,,,,,,,,,
Sun,Malta International Airport,Zejtun,10977,10973,MLA,,,,,,,,,,,,,,,,,
Sun,Managua Airport,Playa Maderas,43762,44632,MGA,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Barnsley,27926,27655,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Birmingham,27926,27702,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Blackburn,27926,27666,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Blackpool,27926,27940,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Bolton,27926,27662,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Bradford,27926,27649,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Burnley,27926,36101,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Buxton,27926,27665,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Cheadle,27926,36492,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Durham,27926,27816,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Ellesmere Port,27926,33989,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Halifax,27926,27650,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Harrogate,27926,27668,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Huddersfield,27926,27651,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Leeds,27926,27648,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Leicester,27926,27703,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Liverpool,27926,27720,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Llandudno,27926,31510,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Manchester,27926,27657,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Newcastle Upon Tyne,27926,27675,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Nottingham,27926,27669,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Oldham,27926,27659,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Sheffield,27926,27656,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Stockport,27926,27658,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Stoke-On-Trent,27926,27709,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,Wirral,27926,43684,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport,York,27926,27652,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport (MHT),Allentown (Pennsylvania),27926,30645,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport (MHT),Concord,27926,31282,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport (MHT),Philadelphia (Pennsylvania),27926,29916,MAN,,,,,,,,,,,,,,,,,
Sun,Manchester Airport (MHT),Providence,27926,32058,MAN,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Angeles (Philippines),31007,32096,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Aringay,31007,32332,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Baguio,31007,31338,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Barrio Barretto,31007,32382,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Batangas,31007,31685,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Calamba,31007,32171,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Guiguinto,31007,31575,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Las Pinas,31007,42273,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Magalang,31007,32374,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Nasugbu,31007,31394,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Olongapo,31007,31555,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Parañaque,31007,33293,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Pasay,31007,37492,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,San Jose del Monte,31007,34816,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Siniloan,31007,31941,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Taguig,31007,33139,MNL,,,,,,,,,,,,,,,,,
Sun,Manila Airport,Urdaneta City,31007,32093,MNL,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Aqua Mirage Club,20710,37658,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Asni,20710,21428,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Atlas Targa & Resort,20710,30562,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Beni-Mellal,20710,35161,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Chrifia,20710,36758,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Dar Tounsi,20710,33315,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Douar Lahna,20710,30795,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,El Jadida,20710,21438,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Errachidia,20710,39522,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Essaouira,20710,20713,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Imintanoute,20710,33471,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Imsouane,20710,36944,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Khouribga,20710,33311,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,La Palmeraie,20710,20714,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Lalla Takerkoust,20710,29700,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Marrakech City (Excl. Medina),20710,20715,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Marrakech Medina (Main Entrance),20710,40270,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Meknes,20710,21440,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Merzouga,20710,21447,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Ouahat Sidi Brahim,20710,35964,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Oualidia,20710,21441,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Oujda,20710,29672,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Oukaimeden,20710,21449,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Rabat,20710,10954,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Safi (Morocco),20710,29693,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Semlalia,20710,40014,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Settat,20710,35519,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Setti Fadma,20710,21432,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Sidi Abdallah Ghiat,20710,41163,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Sidi Bouzguia,20710,29966,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Taj Palace Marrakech,20710,29138,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Tamraght,20710,29685,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Tangier,20710,21442,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Taroudant,20710,21436,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Tinghir,20710,21451,RAK,,,,,,,,,,,,,,,,,
Sun,Marrakech Airport,Zagora,20710,21452,RAK,,,,,,,,,,,,,,,,,
Sun,Marsa Alam Airport,Madinat Coraya (Jaz Lamaya),32703,35948,RMF,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Apt,21705,25414,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Arles,21705,21706,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Aubagne,21705,29183,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Bandol,21705,21708,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Bédoin,21705,31731,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Bonnieux,21705,27005,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Bormes-Les-Mimosas,21705,22367,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Brignoles,21705,27480,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cabriès,21705,32933,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cannes,21705,10821,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cap D'agde,21705,21675,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Caromb,21705,32013,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Carpentras,21705,31203,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Carry-Le-Rouet,21705,29960,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cassis,21705,21709,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cavaillon,21705,30765,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Circuit Paul Ricard,21705,23288,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cogolin,21705,25132,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Cotignac,21705,22559,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Forcalquier,21705,25492,MRS,,,,,,,,,,,,,,,,,
Sun,Marseille Airport,Fos-Sur-Mer,21705,32583,MRS,,,,,,,,,,,,,,,,,
